"","Municipio","distrito","section","prioridad","prediccion"
"1289","ROSARIO",7,261315,"Media baja",27.8938262809623
"1290","SAHUARIPA",4,260233,"Media alta",27.4661516196787
"1291","SAHUARIPA",4,260234,"Media baja",33.3540504638127
"1292","SAHUARIPA",4,260235,"Media alta",31.4762456230189
"1293","SAHUARIPA",4,260238,"Baja",36.1093282280173
"1294","SAHUARIPA",4,260239,"Baja",31.7100854209492
"1295","SAHUARIPA",4,260240,"Baja",34.8534488594847
"1296","SAHUARIPA",4,260243,"Baja",22.972551954875
"1297","SAHUARIPA",4,260245,"Baja",29.5317539192275
"1298","SAN FELIPE DE JESUS",4,260247,"Media baja",38.4962454357026
"1299","SAN IGNACIO RIO MUERTO",4,261101,"Media baja",18.1075263581191
"1300","SAN IGNACIO RIO MUERTO",4,261102,"Alta",19.5500572301369
"1301","SAN IGNACIO RIO MUERTO",4,261103,"Media baja",27.7165586945651
"1302","SAN IGNACIO RIO MUERTO",4,261104,"Media baja",26.5133079935313
"1303","SAN IGNACIO RIO MUERTO",4,261105,"Alta",21.1945130926036
"1304","SAN IGNACIO RIO MUERTO",4,261106,"Media alta",11.0085887232241
"1305","SAN IGNACIO RIO MUERTO",4,261107,"Alta",7.30064462907038
"1306","SAN IGNACIO RIO MUERTO",4,261108,"Media baja",20.5280344744303
"1307","SAN JAVIER",4,260248,"Media baja",22.7958169971794
"1308","SAN LUIS RIO COLORADO",1,260652,"Media baja",26.6810380032097
"1309","SAN LUIS RIO COLORADO",1,260653,"Baja",35.550600910578
"1310","SAN LUIS RIO COLORADO",1,260654,"Baja",29.1700813811133
"1311","SAN LUIS RIO COLORADO",1,260655,"Media baja",33.4534283603456
"1312","SAN LUIS RIO COLORADO",1,260656,"Media baja",37.0000895684153
"1313","SAN LUIS RIO COLORADO",1,260657,"Media baja",42.2240441947767
"1314","SAN LUIS RIO COLORADO",1,260658,"Media baja",35.880560571799
"1315","SAN LUIS RIO COLORADO",1,260659,"Alta",39.3121770052395
"1316","SAN LUIS RIO COLORADO",1,260660,"Media baja",38.7769334780768
"1317","SAN LUIS RIO COLORADO",1,260661,"Alta",26.2423348821448
"1318","SAN LUIS RIO COLORADO",1,260662,"Media baja",34.704705176017
"1319","SAN LUIS RIO COLORADO",1,260663,"Media alta",31.1925161929388
"1320","SAN LUIS RIO COLORADO",1,260664,"Media baja",30.3426223712186
"1321","SAN LUIS RIO COLORADO",1,260665,"Media baja",37.7079503692016
"1322","SAN LUIS RIO COLORADO",1,260666,"Media baja",38.2570790723649
"1323","SAN LUIS RIO COLORADO",1,260667,"Media alta",38.9776115170314
"1324","SAN LUIS RIO COLORADO",1,260668,"Media alta",36.995610304977
"1325","SAN LUIS RIO COLORADO",1,260669,"Media alta",34.9014948348699
"1326","SAN LUIS RIO COLORADO",1,260670,"Alta",34.1392913660865
"1327","SAN LUIS RIO COLORADO",1,260671,"Baja",37.7323991460398
"1328","SAN LUIS RIO COLORADO",1,260672,"Media baja",32.1309228901373
"1329","SAN LUIS RIO COLORADO",1,260673,"Media baja",35.5936687603595
"1330","SAN LUIS RIO COLORADO",1,260674,"Media baja",30.9592237084044
"1331","SAN LUIS RIO COLORADO",1,260675,"Media baja",35.1441617284028
"1332","SAN LUIS RIO COLORADO",1,260676,"Media baja",35.3641683880692
"1333","SAN LUIS RIO COLORADO",1,260677,"Media alta",38.4123723383172
"1334","SAN LUIS RIO COLORADO",1,260678,"Media baja",35.5148629709988
"1335","SAN LUIS RIO COLORADO",1,260679,"Media baja",31.4351104272816
"1336","SAN LUIS RIO COLORADO",1,260680,"Media alta",32.0041741106266
"1337","SAN LUIS RIO COLORADO",1,260681,"Alta",31.2947939189042
"1338","SAN LUIS RIO COLORADO",1,260682,"Baja",30.1692784703766
"1339","SAN LUIS RIO COLORADO",1,260683,"Media baja",24.2569569544987
"1340","SAN LUIS RIO COLORADO",1,260684,"Media baja",31.2355736423107
"1341","SAN LUIS RIO COLORADO",1,260685,"Media alta",34.1087915607189
"1342","SAN LUIS RIO COLORADO",1,260686,"Media baja",33.656788134318
"1343","SAN LUIS RIO COLORADO",1,260687,"Media baja",30.3355637476899
"1344","SAN LUIS RIO COLORADO",1,260688,"Media baja",32.899793309246
"1345","SAN LUIS RIO COLORADO",1,260689,"Media baja",34.773175028373
"1346","SAN LUIS RIO COLORADO",1,260690,"Media baja",34.2106018663368
"1347","SAN LUIS RIO COLORADO",1,260691,"Media baja",35.0824505014317
"1348","SAN LUIS RIO COLORADO",1,260692,"Media baja",31.724474785721
"1349","SAN LUIS RIO COLORADO",1,260693,"Media baja",32.0059705907109
"1350","SAN LUIS RIO COLORADO",1,260694,"Media baja",32.9055478942975
"1351","SAN LUIS RIO COLORADO",1,260695,"Media baja",30.4063879960504
"1352","SAN LUIS RIO COLORADO",1,260696,"Media alta",28.0164405423698
"1353","SAN LUIS RIO COLORADO",1,260697,"Media baja",32.2746372640549
"1354","SAN LUIS RIO COLORADO",1,260698,"Media baja",33.4173413159331
"1355","SAN LUIS RIO COLORADO",1,260699,"Media baja",32.2757236514373
"1356","SAN LUIS RIO COLORADO",1,260700,"Media baja",36.4551176642635
"1357","SAN LUIS RIO COLORADO",1,260701,"Alta",33.2495175062881
"1358","SAN LUIS RIO COLORADO",1,260702,"Media baja",25.7935370037764
"1359","SAN LUIS RIO COLORADO",1,260703,"Media alta",31.5908164674313
"1360","SAN LUIS RIO COLORADO",1,260704,"Media alta",29.2334969813094
"1361","SAN LUIS RIO COLORADO",1,260705,"Media alta",31.6580672660447
"1362","SAN LUIS RIO COLORADO",1,260706,"Media alta",34.1862031251153
"1363","SAN LUIS RIO COLORADO",1,260707,"Media baja",31.4064936842003
"1364","SAN LUIS RIO COLORADO",1,260708,"Media baja",30.2241190043579
"1365","SAN LUIS RIO COLORADO",1,260709,"Media baja",31.9904559211974
"1366","SAN LUIS RIO COLORADO",1,260710,"Alta",28.6840033206661
"1367","SAN LUIS RIO COLORADO",1,260711,"Alta",26.8766478344292
"1368","SAN LUIS RIO COLORADO",1,260712,"Media baja",29.1668156776831
"1369","SAN LUIS RIO COLORADO",1,260713,"Media alta",28.4006003611128
"1370","SAN LUIS RIO COLORADO",1,260714,"Media alta",31.3038162912322
"1371","SAN LUIS RIO COLORADO",1,260715,"Media baja",30.9099602097421
"1372","SAN LUIS RIO COLORADO",1,260716,"Media baja",29.7926688257383
"1373","SAN LUIS RIO COLORADO",1,260717,"Media baja",27.9204673796968
"1374","SAN LUIS RIO COLORADO",1,260718,"Media alta",23.0294519522902
"1375","SAN LUIS RIO COLORADO",1,260719,"Alta",23.9990869120195
"1376","SAN LUIS RIO COLORADO",1,260720,"Media baja",27.7160519223012
"1377","SAN LUIS RIO COLORADO",1,260721,"Alta",25.8512087049455
"1378","SAN LUIS RIO COLORADO",1,260722,"Media alta",29.2439132633709
"1379","SAN LUIS RIO COLORADO",1,260723,"Alta",24.3963454034614
"1380","SAN LUIS RIO COLORADO",1,260724,"Alta",21.7659743435213
"1381","SAN LUIS RIO COLORADO",1,260725,"Media baja",25.737198195625
"1382","SAN LUIS RIO COLORADO",1,260726,"Media baja",25.2352728450534
"1383","SAN LUIS RIO COLORADO",1,260727,"Media alta",28.4390063179452
"1384","SAN LUIS RIO COLORADO",1,260728,"Media alta",21.143420245921
"1385","SAN LUIS RIO COLORADO",1,260729,"Alta",17.3646484930017
"1386","SAN LUIS RIO COLORADO",1,260730,"Alta",21.203461671356
"1387","SAN LUIS RIO COLORADO",1,260731,"Media alta",17.9266545196767
"1388","SAN LUIS RIO COLORADO",1,260732,"Alta",22.3511169190457
"1389","SAN LUIS RIO COLORADO",1,260733,"Media baja",24.4957432038499
"1390","SAN LUIS RIO COLORADO",1,260734,"Media baja",27.1707807538149
"1391","SAN LUIS RIO COLORADO",1,260735,"Baja",29.3183903660433
"1392","SAN LUIS RIO COLORADO",1,260736,"Baja",19.0347608311898
"1393","SAN LUIS RIO COLORADO",1,260737,"Alta",15.6453761097714
"1394","SAN LUIS RIO COLORADO",1,260738,"Media alta",20.4424059731459
"1395","SAN LUIS RIO COLORADO",1,260739,"Baja",24.0446186980937
"1396","SAN LUIS RIO COLORADO",1,260740,"Alta",23.4579698445809
"1397","SAN LUIS RIO COLORADO",1,260741,"Alta",21.4415277594145
"1398","SAN LUIS RIO COLORADO",1,260742,"Alta",19.0252733736195
"1399","SAN MIGUEL DE HORCASITAS",4,260743,"Media baja",32.8334045521207
"1400","SAN MIGUEL DE HORCASITAS",4,260745,"Baja",24.5440812398956
"1401","SAN MIGUEL DE HORCASITAS",4,260746,"Alta",5.0705643025375
"1402","SAN PEDRO DE LA CUEVA",4,260249,"Media alta",37.6537568389988
"1403","SANTA ANA",4,260252,"Media baja",39.7627924761247
"1404","SANTA ANA",4,260253,"Media baja",39.5222306107804
"1405","SANTA ANA",4,260254,"Media alta",33.2048084580847
"1406","SANTA ANA",4,260255,"Alta",29.8728602680454
"1407","SANTA ANA",4,260256,"Media alta",42.2103904816182
"1408","SANTA ANA",4,260257,"Media alta",34.3022449352911
"1409","SANTA ANA",4,260259,"Media baja",25.8297224162426
"1410","SANTA ANA",4,260260,"Media baja",30.357583438665
"1411","SANTA ANA",4,260262,"Media baja",29.7203287440014
"1412","SANTA ANA",4,260263,"Media baja",35.264728574144
"1413","SANTA CRUZ",2,260264,"Media alta",36.2930422047648
"1414","SARIC",1,260265,"Alta",31.6953802320412
"1415","SARIC",1,260266,"Media alta",31.9133905025617
"1416","SOYOPA",4,260268,"Media baja",27.5985013742013
"1417","SUAQUI GRANDE",4,260273,"Alta",31.7561611609364
"1418","TEPACHE",4,260274,"Media baja",39.060365770357
"1419","TEPACHE",4,260275,"Media baja",38.0287844935321
"1420","TRINCHERAS",1,260278,"Media alta",33.4020022587102
"1421","TRINCHERAS",1,260279,"Baja",24.3427339931396
"1422","TUBUTAMA",1,260281,"Baja",38.6144514373718
"1423","TUBUTAMA",1,260283,"Baja",36.0112417082818
"1424","TUBUTAMA",1,260284,"Baja",39.4838441476239
"1425","TUBUTAMA",1,260285,"Media baja",30.7759697617964
"1426","URES",4,260747,"Media alta",38.5203224463057
"1427","URES",4,260748,"Media alta",30.2121126259079
"1428","URES",4,260749,"Media alta",34.6330284106017
"1429","URES",4,260750,"Media alta",32.1197820023324
"1430","URES",4,260751,"Baja",32.8290347682619
"1431","URES",4,260752,"Baja",34.7623928224908
"1432","URES",4,260753,"Media alta",37.2154163395127
"1433","URES",4,260754,"Media baja",39.1265484722511
"1434","URES",4,260755,"Media baja",34.6457799691025
"1435","URES",4,260756,"Media baja",36.2214836861259
"1436","URES",4,260759,"Baja",42.7103670318274
"1437","VILLA HIDALGO",4,260286,"Media baja",35.0114859016035
"1438","VILLA HIDALGO",4,260287,"Media alta",35.2178110881618
"1439","VILLA PESQUEIRA",4,260289,"Alta",37.1385761125661
"1440","VILLA PESQUEIRA",4,260290,"Media baja",38.4639311059097
"1441","VILLA PESQUEIRA",4,260291,"Media baja",32.6206828505134
"1442","YECORA",4,261316,"Media alta",30.2996900690347
"1443","YECORA",4,261317,"Alta",28.8273406255483
"1444","YECORA",4,261318,"Baja",39.274277261079
"1445","YECORA",4,261319,"Media baja",14.1707590173131
"1446","YECORA",4,261320,"Media baja",25.3112187642851
"1447","YECORA",4,261321,"Baja",28.0363979326326
"1448","YECORA",4,261322,"Baja",38.7890221830281
